date,category,amount,month
2025-12-31,Equipment Maintenance,179.0,2025-12
2025-12-31,Transport,400.0,2025-12
2025-12-31,Packaging Materials,229.0,2025-12
2025-12-31,Miscellaneous,237.0,2025-12
2026-01-01,Labor - Regular,3215.0,2026-01
2026-01-01,Labor - Overtime,311.0,2026-01
2026-01-01,Fertilizers,1148.0,2026-01
2026-01-01,Pesticides & Fungicides,500.0,2026-01
2026-01-01,Seeds & Rootstock,984.0,2026-01
2026-01-01,Electricity,391.0,2026-01
2026-01-01,Water,221.0,2026-01
2026-01-01,Equipment Maintenance,240.0,2026-01
2026-01-01,Transport,357.0,2026-01
2026-01-01,Packaging Materials,200.0,2026-01
2026-01-01,Miscellaneous,110.0,2026-01
2026-01-02,Labor - Regular,3172.0,2026-01
2026-01-02,Labor - Overtime,643.0,2026-01
2026-01-02,Fertilizers,1394.0,2026-01
2026-01-02,Pesticides & Fungicides,740.0,2026-01
2026-01-02,Seeds & Rootstock,987.0,2026-01
2026-01-02,Electricity,450.0,2026-01
2026-01-02,Water,183.0,2026-01
2026-01-02,Equipment Maintenance,182.0,2026-01
2026-01-02,Transport,254.0,2026-01
2026-01-02,Packaging Materials,263.0,2026-01
2026-01-02,Miscellaneous,90.0,2026-01
2026-01-03,Labor - Regular,3412.0,2026-01
2026-01-03,Labor - Overtime,589.0,2026-01
2026-01-03,Fertilizers,1277.0,2026-01
2026-01-03,Pesticides & Fungicides,678.0,2026-01
2026-01-03,Seeds & Rootstock,1020.0,2026-01
2026-01-03,Electricity,400.0,2026-01
2026-01-03,Water,179.0,2026-01
2026-01-03,Equipment Maintenance,368.0,2026-01
2026-01-03,Transport,388.0,2026-01
2026-01-03,Packaging Materials,236.0,2026-01
2026-01-03,Miscellaneous,122.0,2026-01
2026-01-04,Labor - Regular,0.0,2026-01
2026-01-04,Labor - Overtime,0.0,2026-01
2026-01-04,Fertilizers,131.0,2026-01
2026-01-04,Pesticides & Fungicides,72.0,2026-01
2026-01-04,Seeds & Rootstock,65.0,2026-01
2026-01-04,Electricity,39.0,2026-01
2026-01-04,Water,17.0,2026-01
2026-01-04,Equipment Maintenance,16.0,2026-01
2026-01-04,Transport,27.0,2026-01
2026-01-04,Packaging Materials,23.0,2026-01
2026-01-04,Miscellaneous,10.0,2026-01
2026-01-05,Labor - Regular,3181.0,2026-01
2026-01-05,Labor - Overtime,589.0,2026-01
2026-01-05,Fertilizers,1061.0,2026-01
2026-01-05,Pesticides & Fungicides,734.0,2026-01
2026-01-05,Seeds & Rootstock,895.0,2026-01
2026-01-05,Electricity,406.0,2026-01
2026-01-05,Water,186.0,2026-01
2026-01-05,Equipment Maintenance,195.0,2026-01
2026-01-05,Transport,293.0,2026-01
2026-01-05,Packaging Materials,268.0,2026-01
2026-01-05,Miscellaneous,134.0,2026-01
2026-01-06,Labor - Regular,3405.0,2026-01
2026-01-06,Labor - Overtime,511.0,2026-01
2026-01-06,Fertilizers,1031.0,2026-01
2026-01-06,Pesticides & Fungicides,589.0,2026-01
2026-01-06,Seeds & Rootstock,954.0,2026-01
2026-01-06,Electricity,397.0,2026-01
2026-01-06,Water,224.0,2026-01
2026-01-06,Equipment Maintenance,295.0,2026-01
2026-01-06,Transport,347.0,2026-01
2026-01-06,Packaging Materials,230.0,2026-01
2026-01-06,Miscellaneous,237.0,2026-01
2026-01-07,Labor - Regular,3423.0,2026-01
2026-01-07,Labor - Overtime,467.0,2026-01
2026-01-07,Fertilizers,1328.0,2026-01
2026-01-07,Pesticides & Fungicides,792.0,2026-01
2026-01-07,Seeds & Rootstock,764.0,2026-01
2026-01-07,Electricity,348.0,2026-01
2026-01-07,Water,229.0,2026-01
2026-01-07,Equipment Maintenance,371.0,2026-01
2026-01-07,Transport,377.0,2026-01
2026-01-07,Packaging Materials,221.0,2026-01
2026-01-07,Miscellaneous,160.0,2026-01
2026-01-08,Labor - Regular,3419.0,2026-01
2026-01-08,Labor - Overtime,511.0,2026-01
2026-01-08,Fertilizers,1329.0,2026-01
2026-01-08,Pesticides & Fungicides,475.0,2026-01
2026-01-08,Seeds & Rootstock,939.0,2026-01
2026-01-08,Electricity,414.0,2026-01
2026-01-08,Water,195.0,2026-01
2026-01-08,Equipment Maintenance,301.0,2026-01
2026-01-08,Transport,290.0,2026-01
2026-01-08,Packaging Materials,203.0,2026-01
2026-01-08,Miscellaneous,144.0,2026-01
2026-01-09,Labor - Regular,3206.0,2026-01
2026-01-09,Labor - Overtime,636.0,2026-01
2026-01-09,Fertilizers,1229.0,2026-01
2026-01-09,Pesticides & Fungicides,535.0,2026-01
2026-01-09,Seeds & Rootstock,751.0,2026-01
2026-01-09,Electricity,403.0,2026-01
2026-01-09,Water,239.0,2026-01
2026-01-09,Equipment Maintenance,217.0,2026-01
2026-01-09,Transport,266.0,2026-01
2026-01-09,Packaging Materials,237.0,2026-01
2026-01-09,Miscellaneous,152.0,2026-01
2026-01-10,Labor - Regular,3280.0,2026-01
2026-01-10,Labor - Overtime,535.0,2026-01
2026-01-10,Fertilizers,1311.0,2026-01
2026-01-10,Pesticides & Fungicides,726.0,2026-01
2026-01-10,Seeds & Rootstock,919.0,2026-01
2026-01-10,Electricity,347.0,2026-01
2026-01-10,Water,174.0,2026-01
2026-01-10,Equipment Maintenance,169.0,2026-01
2026-01-10,Transport,323.0,2026-01
2026-01-10,Packaging Materials,229.0,2026-01
2026-01-10,Miscellaneous,215.0,2026-01
2026-01-11,Labor - Regular,0.0,2026-01
2026-01-11,Labor - Overtime,0.0,2026-01
2026-01-11,Fertilizers,145.0,2026-01
2026-01-11,Pesticides & Fungicides,50.0,2026-01
2026-01-11,Seeds & Rootstock,89.0,2026-01
2026-01-11,Electricity,45.0,2026-01
2026-01-11,Water,18.0,2026-01
2026-01-11,Equipment Maintenance,33.0,2026-01
2026-01-11,Transport,41.0,2026-01
2026-01-11,Packaging Materials,26.0,2026-01
2026-01-11,Miscellaneous,9.0,2026-01
2026-01-12,Labor - Regular,3406.0,2026-01
2026-01-12,Labor - Overtime,643.0,2026-01
2026-01-12,Fertilizers,929.0,2026-01
2026-01-12,Pesticides & Fungicides,529.0,2026-01
2026-01-12,Seeds & Rootstock,765.0,2026-01
2026-01-12,Electricity,365.0,2026-01
2026-01-12,Water,162.0,2026-01
2026-01-12,Equipment Maintenance,293.0,2026-01
2026-01-12,Transport,355.0,2026-01
2026-01-12,Packaging Materials,222.0,2026-01
2026-01-12,Miscellaneous,249.0,2026-01
2026-01-13,Labor - Regular,3235.0,2026-01
2026-01-13,Labor - Overtime,607.0,2026-01
2026-01-13,Fertilizers,922.0,2026-01
2026-01-13,Pesticides & Fungicides,543.0,2026-01
2026-01-13,Seeds & Rootstock,765.0,2026-01
2026-01-13,Electricity,411.0,2026-01
2026-01-13,Water,227.0,2026-01
2026-01-13,Equipment Maintenance,351.0,2026-01
2026-01-13,Transport,289.0,2026-01
2026-01-13,Packaging Materials,188.0,2026-01
2026-01-13,Miscellaneous,216.0,2026-01
2026-01-14,Labor - Regular,3384.0,2026-01
2026-01-14,Labor - Overtime,513.0,2026-01
2026-01-14,Fertilizers,1291.0,2026-01
2026-01-14,Pesticides & Fungicides,685.0,2026-01
2026-01-14,Seeds & Rootstock,652.0,2026-01
2026-01-14,Electricity,401.0,2026-01
2026-01-14,Water,192.0,2026-01
2026-01-14,Equipment Maintenance,217.0,2026-01
2026-01-14,Transport,299.0,2026-01
2026-01-14,Packaging Materials,214.0,2026-01
2026-01-14,Miscellaneous,205.0,2026-01
2026-01-15,Labor - Regular,3492.0,2026-01
2026-01-15,Labor - Overtime,686.0,2026-01
2026-01-15,Fertilizers,919.0,2026-01
2026-01-15,Pesticides & Fungicides,437.0,2026-01
2026-01-15,Seeds & Rootstock,1070.0,2026-01
2026-01-15,Electricity,429.0,2026-01
2026-01-15,Water,175.0,2026-01
2026-01-15,Equipment Maintenance,363.0,2026-01
2026-01-15,Transport,280.0,2026-01
2026-01-15,Packaging Materials,249.0,2026-01
2026-01-15,Miscellaneous,135.0,2026-01
2026-01-16,Labor - Regular,3382.0,2026-01
2026-01-16,Labor - Overtime,500.0,2026-01
2026-01-16,Fertilizers,1210.0,2026-01
2026-01-16,Pesticides & Fungicides,719.0,2026-01
2026-01-16,Seeds & Rootstock,895.0,2026-01
2026-01-16,Electricity,387.0,2026-01
2026-01-16,Water,207.0,2026-01
2026-01-16,Equipment Maintenance,298.0,2026-01
2026-01-16,Transport,295.0,2026-01
2026-01-16,Packaging Materials,225.0,2026-01
2026-01-16,Miscellaneous,242.0,2026-01
2026-01-17,Labor - Regular,3271.0,2026-01
2026-01-17,Labor - Overtime,682.0,2026-01
2026-01-17,Fertilizers,1078.0,2026-01
2026-01-17,Pesticides & Fungicides,731.0,2026-01
2026-01-17,Seeds & Rootstock,994.0,2026-01
2026-01-17,Electricity,412.0,2026-01
2026-01-17,Water,189.0,2026-01
2026-01-17,Equipment Maintenance,250.0,2026-01
2026-01-17,Transport,398.0,2026-01
2026-01-17,Packaging Materials,236.0,2026-01
2026-01-17,Miscellaneous,170.0,2026-01
2026-01-18,Labor - Regular,0.0,2026-01
2026-01-18,Labor - Overtime,0.0,2026-01
2026-01-18,Fertilizers,101.0,2026-01
2026-01-18,Pesticides & Fungicides,53.0,2026-01
2026-01-18,Seeds & Rootstock,104.0,2026-01
2026-01-18,Electricity,35.0,2026-01
2026-01-18,Water,16.0,2026-01
2026-01-18,Equipment Maintenance,37.0,2026-01
2026-01-18,Transport,35.0,2026-01
2026-01-18,Packaging Materials,22.0,2026-01
2026-01-18,Miscellaneous,15.0,2026-01
2026-01-19,Labor - Regular,3187.0,2026-01
2026-01-19,Labor - Overtime,487.0,2026-01
2026-01-19,Fertilizers,1131.0,2026-01
2026-01-19,Pesticides & Fungicides,512.0,2026-01
2026-01-19,Seeds & Rootstock,798.0,2026-01
2026-01-19,Electricity,457.0,2026-01
2026-01-19,Water,221.0,2026-01
2026-01-19,Equipment Maintenance,195.0,2026-01
2026-01-19,Transport,379.0,2026-01
2026-01-19,Packaging Materials,240.0,2026-01
2026-01-19,Miscellaneous,147.0,2026-01
2026-01-20,Labor - Regular,3309.0,2026-01
2026-01-20,Labor - Overtime,604.0,2026-01
2026-01-20,Fertilizers,1218.0,2026-01
2026-01-20,Pesticides & Fungicides,484.0,2026-01
2026-01-20,Seeds & Rootstock,1074.0,2026-01
2026-01-20,Electricity,417.0,2026-01
2026-01-20,Water,162.0,2026-01
2026-01-20,Equipment Maintenance,278.0,2026-01
2026-01-20,Transport,318.0,2026-01
2026-01-20,Packaging Materials,276.0,2026-01
2026-01-20,Miscellaneous,221.0,2026-01
2026-01-21,Labor - Regular,3243.0,2026-01
2026-01-21,Labor - Overtime,389.0,2026-01
2026-01-21,Fertilizers,1034.0,2026-01
2026-01-21,Pesticides & Fungicides,714.0,2026-01
2026-01-21,Seeds & Rootstock,813.0,2026-01
2026-01-21,Electricity,350.0,2026-01
2026-01-21,Water,233.0,2026-01
2026-01-21,Equipment Maintenance,277.0,2026-01
2026-01-21,Transport,409.0,2026-01
2026-01-21,Packaging Materials,212.0,2026-01
2026-01-21,Miscellaneous,154.0,2026-01
2026-01-22,Labor - Regular,3211.0,2026-01
2026-01-22,Labor - Overtime,635.0,2026-01
2026-01-22,Fertilizers,1407.0,2026-01
2026-01-22,Pesticides & Fungicides,489.0,2026-01
2026-01-22,Seeds & Rootstock,817.0,2026-01
2026-01-22,Electricity,355.0,2026-01
2026-01-22,Water,206.0,2026-01
2026-01-22,Equipment Maintenance,257.0,2026-01
2026-01-22,Transport,355.0,2026-01
2026-01-22,Packaging Materials,214.0,2026-01
2026-01-22,Miscellaneous,230.0,2026-01
2026-01-23,Labor - Regular,3275.0,2026-01
2026-01-23,Labor - Overtime,365.0,2026-01
2026-01-23,Fertilizers,1245.0,2026-01
2026-01-23,Pesticides & Fungicides,589.0,2026-01
2026-01-23,Seeds & Rootstock,759.0,2026-01
2026-01-23,Electricity,444.0,2026-01
2026-01-23,Water,189.0,2026-01
2026-01-23,Equipment Maintenance,269.0,2026-01
2026-01-23,Transport,351.0,2026-01
2026-01-23,Packaging Materials,258.0,2026-01
2026-01-23,Miscellaneous,115.0,2026-01
2026-01-24,Labor - Regular,3362.0,2026-01
2026-01-24,Labor - Overtime,517.0,2026-01
2026-01-24,Fertilizers,895.0,2026-01
2026-01-24,Pesticides & Fungicides,533.0,2026-01
2026-01-24,Seeds & Rootstock,762.0,2026-01
2026-01-24,Electricity,425.0,2026-01
2026-01-24,Water,222.0,2026-01
2026-01-24,Equipment Maintenance,268.0,2026-01
2026-01-24,Transport,364.0,2026-01
2026-01-24,Packaging Materials,229.0,2026-01
2026-01-24,Miscellaneous,109.0,2026-01
2026-01-25,Labor - Regular,0.0,2026-01
2026-01-25,Labor - Overtime,0.0,2026-01
2026-01-25,Fertilizers,99.0,2026-01
2026-01-25,Pesticides & Fungicides,41.0,2026-01
2026-01-25,Seeds & Rootstock,87.0,2026-01
2026-01-25,Electricity,42.0,2026-01
2026-01-25,Water,16.0,2026-01
2026-01-25,Equipment Maintenance,32.0,2026-01
2026-01-25,Transport,30.0,2026-01
2026-01-25,Packaging Materials,21.0,2026-01
2026-01-25,Miscellaneous,10.0,2026-01
2026-01-26,Labor - Regular,3194.0,2026-01
2026-01-26,Labor - Overtime,559.0,2026-01
2026-01-26,Fertilizers,1422.0,2026-01
2026-01-26,Pesticides & Fungicides,413.0,2026-01
2026-01-26,Seeds & Rootstock,1066.0,2026-01
2026-01-26,Electricity,361.0,2026-01
2026-01-26,Water,187.0,2026-01
2026-01-26,Equipment Maintenance,310.0,2026-01
2026-01-26,Transport,354.0,2026-01
2026-01-26,Packaging Materials,231.0,2026-01
2026-01-26,Miscellaneous,110.0,2026-01
2026-01-27,Labor - Regular,3431.0,2026-01
2026-01-27,Labor - Overtime,408.0,2026-01
2026-01-27,Fertilizers,1265.0,2026-01
2026-01-27,Pesticides & Fungicides,655.0,2026-01
2026-01-27,Seeds & Rootstock,864.0,2026-01
2026-01-27,Electricity,343.0,2026-01
2026-01-27,Water,206.0,2026-01
2026-01-27,Equipment Maintenance,171.0,2026-01
2026-01-27,Transport,275.0,2026-01
2026-01-27,Packaging Materials,230.0,2026-01
2026-01-27,Miscellaneous,226.0,2026-01
2026-01-28,Labor - Regular,3335.0,2026-01
2026-01-28,Labor - Overtime,338.0,2026-01
2026-01-28,Fertilizers,1017.0,2026-01
2026-01-28,Pesticides & Fungicides,546.0,2026-01
2026-01-28,Seeds & Rootstock,876.0,2026-01
2026-01-28,Electricity,371.0,2026-01
2026-01-28,Water,219.0,2026-01
2026-01-28,Equipment Maintenance,182.0,2026-01
2026-01-28,Transport,325.0,2026-01
2026-01-28,Packaging Materials,242.0,2026-01
2026-01-28,Miscellaneous,147.0,2026-01
2026-01-29,Labor - Regular,3331.0,2026-01
2026-01-29,Labor - Overtime,607.0,2026-01
2026-01-29,Fertilizers,1151.0,2026-01
2026-01-29,Pesticides & Fungicides,705.0,2026-01
2026-01-29,Seeds & Rootstock,830.0,2026-01
2026-01-29,Electricity,354.0,2026-01
2026-01-29,Water,235.0,2026-01
2026-01-29,Equipment Maintenance,317.0,2026-01
2026-01-29,Transport,413.0,2026-01
2026-01-29,Packaging Materials,265.0,2026-01
2026-01-29,Miscellaneous,150.0,2026-01
2026-01-30,Labor - Regular,3301.0,2026-01
2026-01-30,Labor - Overtime,569.0,2026-01
2026-01-30,Fertilizers,1126.0,2026-01
2026-01-30,Pesticides & Fungicides,432.0,2026-01
2026-01-30,Seeds & Rootstock,987.0,2026-01
2026-01-30,Electricity,425.0,2026-01
2026-01-30,Water,184.0,2026-01
2026-01-30,Equipment Maintenance,319.0,2026-01
2026-01-30,Transport,361.0,2026-01
2026-01-30,Packaging Materials,189.0,2026-01
2026-01-30,Miscellaneous,86.0,2026-01
2026-01-31,Labor - Regular,3294.0,2026-01
2026-01-31,Labor - Overtime,478.0,2026-01
2026-01-31,Fertilizers,1074.0,2026-01
2026-01-31,Pesticides & Fungicides,485.0,2026-01
2026-01-31,Seeds & Rootstock,999.0,2026-01
2026-01-31,Electricity,457.0,2026-01
2026-01-31,Water,169.0,2026-01
2026-01-31,Equipment Maintenance,234.0,2026-01
2026-01-31,Transport,385.0,2026-01
2026-01-31,Packaging Materials,237.0,2026-01
2026-01-31,Miscellaneous,149.0,2026-01
2026-02-01,Labor - Regular,0.0,2026-02
2026-02-01,Labor - Overtime,0.0,2026-02
2026-02-01,Fertilizers,123.0,2026-02
2026-02-01,Pesticides & Fungicides,77.0,2026-02
2026-02-01,Seeds & Rootstock,80.0,2026-02
2026-02-01,Electricity,37.0,2026-02
2026-02-01,Water,22.0,2026-02
2026-02-01,Equipment Maintenance,16.0,2026-02
2026-02-01,Transport,26.0,2026-02
2026-02-01,Packaging Materials,28.0,2026-02
2026-02-01,Miscellaneous,18.0,2026-02
2026-02-02,Labor - Regular,3467.0,2026-02
2026-02-02,Labor - Overtime,575.0,2026-02
2026-02-02,Fertilizers,1325.0,2026-02
2026-02-02,Pesticides & Fungicides,736.0,2026-02
2026-02-02,Seeds & Rootstock,874.0,2026-02
2026-02-02,Electricity,457.0,2026-02
2026-02-02,Water,190.0,2026-02
2026-02-02,Equipment Maintenance,359.0,2026-02
2026-02-02,Transport,352.0,2026-02
2026-02-02,Packaging Materials,225.0,2026-02
2026-02-02,Miscellaneous,102.0,2026-02
2026-02-03,Labor - Regular,3223.0,2026-02
2026-02-03,Labor - Overtime,397.0,2026-02
2026-02-03,Fertilizers,886.0,2026-02
2026-02-03,Pesticides & Fungicides,632.0,2026-02
2026-02-03,Seeds & Rootstock,655.0,2026-02
2026-02-03,Electricity,459.0,2026-02
2026-02-03,Water,173.0,2026-02
2026-02-03,Equipment Maintenance,246.0,2026-02
2026-02-03,Transport,313.0,2026-02
2026-02-03,Packaging Materials,272.0,2026-02
2026-02-03,Miscellaneous,149.0,2026-02
2026-02-04,Labor - Regular,3342.0,2026-02
2026-02-04,Labor - Overtime,378.0,2026-02
2026-02-04,Fertilizers,1240.0,2026-02
2026-02-04,Pesticides & Fungicides,760.0,2026-02
2026-02-04,Seeds & Rootstock,749.0,2026-02
2026-02-04,Electricity,411.0,2026-02
2026-02-04,Water,175.0,2026-02
2026-02-04,Equipment Maintenance,318.0,2026-02
2026-02-04,Transport,295.0,2026-02
2026-02-04,Packaging Materials,272.0,2026-02
2026-02-04,Miscellaneous,199.0,2026-02
2026-02-05,Labor - Regular,3248.0,2026-02
2026-02-05,Labor - Overtime,401.0,2026-02
2026-02-05,Fertilizers,1109.0,2026-02
2026-02-05,Pesticides & Fungicides,766.0,2026-02
2026-02-05,Seeds & Rootstock,927.0,2026-02
2026-02-05,Electricity,364.0,2026-02
2026-02-05,Water,217.0,2026-02
2026-02-05,Equipment Maintenance,215.0,2026-02
2026-02-05,Transport,352.0,2026-02
2026-02-05,Packaging Materials,268.0,2026-02
2026-02-05,Miscellaneous,175.0,2026-02
2026-02-06,Labor - Regular,3422.0,2026-02
2026-02-06,Labor - Overtime,669.0,2026-02
2026-02-06,Fertilizers,1122.0,2026-02
2026-02-06,Pesticides & Fungicides,600.0,2026-02
2026-02-06,Seeds & Rootstock,688.0,2026-02
2026-02-06,Electricity,446.0,2026-02
2026-02-06,Water,201.0,2026-02
2026-02-06,Equipment Maintenance,347.0,2026-02
2026-02-06,Transport,336.0,2026-02
2026-02-06,Packaging Materials,275.0,2026-02
2026-02-06,Miscellaneous,245.0,2026-02
2026-02-07,Labor - Regular,3356.0,2026-02
2026-02-07,Labor - Overtime,596.0,2026-02
2026-02-07,Fertilizers,1241.0,2026-02
2026-02-07,Pesticides & Fungicides,446.0,2026-02
2026-02-07,Seeds & Rootstock,685.0,2026-02
2026-02-07,Electricity,437.0,2026-02
2026-02-07,Water,178.0,2026-02
2026-02-07,Equipment Maintenance,199.0,2026-02
2026-02-07,Transport,272.0,2026-02
2026-02-07,Packaging Materials,209.0,2026-02
2026-02-07,Miscellaneous,215.0,2026-02
2026-02-08,Labor - Regular,0.0,2026-02
2026-02-08,Labor - Overtime,0.0,2026-02
2026-02-08,Fertilizers,93.0,2026-02
2026-02-08,Pesticides & Fungicides,63.0,2026-02
2026-02-08,Seeds & Rootstock,78.0,2026-02
2026-02-08,Electricity,35.0,2026-02
2026-02-08,Water,18.0,2026-02
2026-02-08,Equipment Maintenance,28.0,2026-02
2026-02-08,Transport,32.0,2026-02
2026-02-08,Packaging Materials,25.0,2026-02
2026-02-08,Miscellaneous,25.0,2026-02
2026-02-09,Labor - Regular,3496.0,2026-02
2026-02-09,Labor - Overtime,571.0,2026-02
2026-02-09,Fertilizers,1148.0,2026-02
2026-02-09,Pesticides & Fungicides,428.0,2026-02
2026-02-09,Seeds & Rootstock,1045.0,2026-02
2026-02-09,Electricity,351.0,2026-02
2026-02-09,Water,178.0,2026-02
2026-02-09,Equipment Maintenance,334.0,2026-02
2026-02-09,Transport,269.0,2026-02
2026-02-09,Packaging Materials,251.0,2026-02
2026-02-09,Miscellaneous,146.0,2026-02
2026-02-10,Labor - Regular,3361.0,2026-02
2026-02-10,Labor - Overtime,629.0,2026-02
2026-02-10,Fertilizers,1197.0,2026-02
2026-02-10,Pesticides & Fungicides,798.0,2026-02
2026-02-10,Seeds & Rootstock,785.0,2026-02
2026-02-10,Electricity,438.0,2026-02
2026-02-10,Water,180.0,2026-02
2026-02-10,Equipment Maintenance,211.0,2026-02
2026-02-10,Transport,414.0,2026-02
2026-02-10,Packaging Materials,224.0,2026-02
2026-02-10,Miscellaneous,133.0,2026-02
2026-02-11,Labor - Regular,3430.0,2026-02
2026-02-11,Labor - Overtime,399.0,2026-02
2026-02-11,Fertilizers,1379.0,2026-02
2026-02-11,Pesticides & Fungicides,803.0,2026-02
2026-02-11,Seeds & Rootstock,913.0,2026-02
2026-02-11,Electricity,408.0,2026-02
2026-02-11,Water,225.0,2026-02
2026-02-11,Equipment Maintenance,231.0,2026-02
2026-02-11,Transport,302.0,2026-02
2026-02-11,Packaging Materials,208.0,2026-02
2026-02-11,Miscellaneous,238.0,2026-02
2026-02-12,Labor - Regular,3276.0,2026-02
2026-02-12,Labor - Overtime,650.0,2026-02
2026-02-12,Fertilizers,1286.0,2026-02
2026-02-12,Pesticides & Fungicides,676.0,2026-02
2026-02-12,Seeds & Rootstock,1063.0,2026-02
2026-02-12,Electricity,383.0,2026-02
2026-02-12,Water,189.0,2026-02
2026-02-12,Equipment Maintenance,346.0,2026-02
2026-02-12,Transport,326.0,2026-02
2026-02-12,Packaging Materials,213.0,2026-02
2026-02-12,Miscellaneous,181.0,2026-02
2026-02-13,Labor - Regular,3308.0,2026-02
2026-02-13,Labor - Overtime,454.0,2026-02
2026-02-13,Fertilizers,1443.0,2026-02
2026-02-13,Pesticides & Fungicides,539.0,2026-02
2026-02-13,Seeds & Rootstock,662.0,2026-02
2026-02-13,Electricity,455.0,2026-02
2026-02-13,Water,225.0,2026-02
2026-02-13,Equipment Maintenance,353.0,2026-02
2026-02-13,Transport,399.0,2026-02
2026-02-13,Packaging Materials,226.0,2026-02
2026-02-13,Miscellaneous,186.0,2026-02
2026-02-14,Labor - Regular,3216.0,2026-02
2026-02-14,Labor - Overtime,514.0,2026-02
2026-02-14,Fertilizers,924.0,2026-02
2026-02-14,Pesticides & Fungicides,657.0,2026-02
2026-02-14,Seeds & Rootstock,654.0,2026-02
2026-02-14,Electricity,342.0,2026-02
2026-02-14,Water,221.0,2026-02
2026-02-14,Equipment Maintenance,255.0,2026-02
2026-02-14,Transport,372.0,2026-02
2026-02-14,Packaging Materials,248.0,2026-02
2026-02-14,Miscellaneous,217.0,2026-02
2026-02-15,Labor - Regular,0.0,2026-02
2026-02-15,Labor - Overtime,0.0,2026-02
2026-02-15,Fertilizers,122.0,2026-02
2026-02-15,Pesticides & Fungicides,65.0,2026-02
2026-02-15,Seeds & Rootstock,90.0,2026-02
2026-02-15,Electricity,45.0,2026-02
2026-02-15,Water,18.0,2026-02
2026-02-15,Equipment Maintenance,22.0,2026-02
2026-02-15,Transport,38.0,2026-02
2026-02-15,Packaging Materials,22.0,2026-02
2026-02-15,Miscellaneous,19.0,2026-02
2026-02-16,Labor - Regular,3499.0,2026-02
2026-02-16,Labor - Overtime,570.0,2026-02
2026-02-16,Fertilizers,1340.0,2026-02
2026-02-16,Pesticides & Fungicides,761.0,2026-02
2026-02-16,Seeds & Rootstock,1030.0,2026-02
2026-02-16,Electricity,396.0,2026-02
2026-02-16,Water,201.0,2026-02
2026-02-16,Equipment Maintenance,233.0,2026-02
2026-02-16,Transport,269.0,2026-02
2026-02-16,Packaging Materials,205.0,2026-02
2026-02-16,Miscellaneous,236.0,2026-02
2026-02-17,Labor - Regular,3261.0,2026-02
2026-02-17,Labor - Overtime,637.0,2026-02
2026-02-17,Fertilizers,1156.0,2026-02
2026-02-17,Pesticides & Fungicides,481.0,2026-02
2026-02-17,Seeds & Rootstock,1050.0,2026-02
2026-02-17,Electricity,346.0,2026-02
2026-02-17,Water,187.0,2026-02
2026-02-17,Equipment Maintenance,279.0,2026-02
2026-02-17,Transport,301.0,2026-02
2026-02-17,Packaging Materials,271.0,2026-02
2026-02-17,Miscellaneous,231.0,2026-02
2026-02-18,Labor - Regular,3404.0,2026-02
2026-02-18,Labor - Overtime,495.0,2026-02
2026-02-18,Fertilizers,919.0,2026-02
2026-02-18,Pesticides & Fungicides,581.0,2026-02
2026-02-18,Seeds & Rootstock,968.0,2026-02
2026-02-18,Electricity,359.0,2026-02
2026-02-18,Water,198.0,2026-02
2026-02-18,Equipment Maintenance,297.0,2026-02
2026-02-18,Transport,364.0,2026-02
2026-02-18,Packaging Materials,225.0,2026-02
2026-02-18,Miscellaneous,168.0,2026-02
2026-02-19,Labor - Regular,3336.0,2026-02
2026-02-19,Labor - Overtime,311.0,2026-02
2026-02-19,Fertilizers,1180.0,2026-02
2026-02-19,Pesticides & Fungicides,743.0,2026-02
2026-02-19,Seeds & Rootstock,872.0,2026-02
2026-02-19,Electricity,351.0,2026-02
2026-02-19,Water,209.0,2026-02
2026-02-19,Equipment Maintenance,370.0,2026-02
2026-02-19,Transport,265.0,2026-02
2026-02-19,Packaging Materials,267.0,2026-02
2026-02-19,Miscellaneous,95.0,2026-02
2026-02-20,Labor - Regular,3262.0,2026-02
2026-02-20,Labor - Overtime,371.0,2026-02
2026-02-20,Fertilizers,1156.0,2026-02
2026-02-20,Pesticides & Fungicides,516.0,2026-02
2026-02-20,Seeds & Rootstock,907.0,2026-02
2026-02-20,Electricity,358.0,2026-02
2026-02-20,Water,209.0,2026-02
2026-02-20,Equipment Maintenance,353.0,2026-02
2026-02-20,Transport,340.0,2026-02
2026-02-20,Packaging Materials,262.0,2026-02
2026-02-20,Miscellaneous,203.0,2026-02
2026-02-21,Labor - Regular,3223.0,2026-02
2026-02-21,Labor - Overtime,696.0,2026-02
2026-02-21,Fertilizers,1197.0,2026-02
2026-02-21,Pesticides & Fungicides,594.0,2026-02
2026-02-21,Seeds & Rootstock,976.0,2026-02
2026-02-21,Electricity,418.0,2026-02
2026-02-21,Water,234.0,2026-02
2026-02-21,Equipment Maintenance,326.0,2026-02
2026-02-21,Transport,412.0,2026-02
2026-02-21,Packaging Materials,234.0,2026-02
2026-02-21,Miscellaneous,216.0,2026-02
2026-02-22,Labor - Regular,0.0,2026-02
2026-02-22,Labor - Overtime,0.0,2026-02
2026-02-22,Fertilizers,144.0,2026-02
2026-02-22,Pesticides & Fungicides,40.0,2026-02
2026-02-22,Seeds & Rootstock,97.0,2026-02
2026-02-22,Electricity,40.0,2026-02
2026-02-22,Water,19.0,2026-02
2026-02-22,Equipment Maintenance,33.0,2026-02
2026-02-22,Transport,26.0,2026-02
